symbol,date,price
제일바이오,12-13-2018,4050
제일바이오,12-14-2018,4000
제일바이오,12-17-2018,3835
제일바이오,12-18-2018,3820
제일바이오,12-19-2018,3805
제일바이오,12-20-2018,3750
제일바이오,12-21-2018,3720
제일바이오,12-24-2018,3720
제일바이오,12-26-2018,3615
제일바이오,12-27-2018,3660
제일바이오,12-28-2018,3800
제일바이오,01-02-2019,3755
제일바이오,01-03-2019,3670
제일바이오,01-04-2019,3650
제일바이오,01-07-2019,3685
제일바이오,01-08-2019,3645
제일바이오,01-09-2019,3690
제일바이오,01-10-2019,3675
제일바이오,01-11-2019,3730
제일바이오,01-14-2019,3700
제일바이오,01-15-2019,3705
제일바이오,01-16-2019,3710
제일바이오,01-17-2019,3680
제일바이오,01-18-2019,3710
제일바이오,01-21-2019,3715
제일바이오,01-22-2019,3700
제일바이오,01-23-2019,3690
제일바이오,01-24-2019,3710
제일바이오,01-25-2019,3775
제일바이오,01-28-2019,3815
제일바이오,01-29-2019,4955
이글벳,11-22-2017,5980
이글벳,11-23-2017,5880
이글벳,11-24-2017,5730
이글벳,11-27-2017,5770
이글벳,11-28-2017,5670
이글벳,11-29-2017,5660
이글벳,11-30-2017,5570
이글벳,12-01-2017,5580
이글벳,12-04-2017,5630
이글벳,12-05-2017,5550
이글벳,12-06-2017,5440
이글벳,12-07-2017,5230
이글벳,12-08-2017,5130
이글벳,12-11-2017,5360
이글벳,12-12-2017,5250
이글벳,12-13-2017,5260
이글벳,12-14-2017,5120
이글벳,12-15-2017,5150
이글벳,12-18-2017,5090
이글벳,12-19-2017,4865
이글벳,12-20-2017,4950
이글벳,12-21-2017,4955
이글벳,12-22-2017,5060
이글벳,12-26-2017,5160
이글벳,12-27-2017,5080
이글벳,12-28-2017,5150
이글벳,01-02-2018,5250
이글벳,01-03-2018,5300
이글벳,01-04-2018,5330
이글벳,01-05-2018,5280
이글벳,01-08-2018,5270
이글벳,01-09-2018,5180
이글벳,01-10-2018,5200
이글벳,01-11-2018,5250
이글벳,01-12-2018,5290
이글벳,01-15-2018,5260
이글벳,01-16-2018,5280
이글벳,01-17-2018,5170
이글벳,01-18-2018,5190
이글벳,01-19-2018,5240
이글벳,01-22-2018,5250
이글벳,01-23-2018,5240
이글벳,01-24-2018,5260
이글벳,01-25-2018,5360
이글벳,01-26-2018,5400
이글벳,01-29-2018,5540
이글벳,01-30-2018,5540
이글벳,01-31-2018,5540
이글벳,02-01-2018,5460
이글벳,02-02-2018,5390
이글벳,02-05-2018,5400
이글벳,02-06-2018,5320
이글벳,02-07-2018,5150
이글벳,02-08-2018,5240
이글벳,02-09-2018,5340
이글벳,02-12-2018,5270
이글벳,02-13-2018,5160
이글벳,02-14-2018,5150
이글벳,02-19-2018,5190
